#DUFFY(1961)
P [bar]    ms [mol/kg]    xc_W [SALTincl]    Na    Cl    K    Ca    Mg    SO4
11.4	0.25	0.000208	0	0.5	0	0.25	0	0
22.6	0.25	0.000449	0	0.5	0	0.25	0	0
34.0	0.25	0.000672	0	0.5	0	0.25	0	0
43.5	0.25	0.000898	0	0.5	0	0.25	0	0
8.1	0.5	0.000126	0	1	0	0.5	0	0
14.6	0.5	0.000239	0	1	0	0.5	0	0
19.4	0.5	0.000330	0	1	0	0.5	0	0
26.0	0.5	0.000450	0	1	0	0.5	0	0
39.9	0.5	0.000650	0	1	0	0.5	0	0
47.1	0.5	0.000833	0	1	0	0.5	0	0
11.2	1.4	0.000115	0	2.8	0	1.4	0	0
14.5	1.4	0.000136	0	2.8	0	1.4	0	0
19.1	1.4	0.000202	0	2.8	0	1.4	0	0
31.4	1.4	0.000334	0	2.8	0	1.4	0	0
38.3	1.4	0.000389	0	2.8	0	1.4	0	0
63.8	1.4	0.000710	0	2.8	0	1.4	0	0
20.2	2.7	0.000101	0	5.4	0	2.7	0	0
30.4	2.7	0.000239	0	5.4	0	2.7	0	0
51.4	2.7	0.000358	0	5.4	0	2.7	0	0
74.8	2.7	0.000549	0	5.4	0	2.7	0	0
