#DUFFY(1961)
P [bar]    ms [mol/kg]    xc_W [SALTincl]    Na    Cl    K    Ca    Mg    SO4
14.6	0.5	0.000264	0.5	0.5	0	0	0	0
28.3	0.5	0.000536	0.5	0.5	0	0	0	0
36.1	0.5	0.000663	0.5	0.5	0	0	0	0
47.9	0.5	0.000772	0.5	0.5	0	0	0	0
43.6	0.5	0.000853	0.5	0.5	0	0	0	0
25.0	1	0.000400	1	1	0	0	0	0
36.5	1	0.000622	1	1	0	0	0	0
44.3	1	0.000682	1	1	0	0	0	0
16.0	2.8	0.000141	2.8	2.8	0	0	0	0
22.9	2.8	0.000273	2.8	2.8	0	0	0	0
31.6	2.8	0.000330	2.8	2.8	0	0	0	0
43.7	2.8	0.000444	2.8	2.8	0	0	0	0
52.5	2.8	0.000600	2.8	2.8	0	0	0	0
15.2	6	0.000073	6	6	0	0	0	0
22.1	6	0.000128	6	6	0	0	0	0
25.9	6	0.000111	6	6	0	0	0	0
28.6	6	0.000156	6	6	0	0	0	0
39.0	6	0.000258	6	6	0	0	0	0
45.9	6	0.000278	6	6	0	0	0	0
47.3	6	0.000295	6	6	0	0	0	0
48.5	6	0.000325	6	6	0	0	0	0
65.2	6	0.000426	6	6	0	0	0	0
