#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	1.208       1.00   1.00    0    0    0    0
200	1	1.27       1.00   1.00    0    0    0    0
300	1	1.364       1.00   1.00    0    0    0    0
400	1	1.429       1.00   1.00    0    0    0    0
100	3	0.842       3.00   3.00    0    0    0    0
200	3	0.885       3.00   3.00    0    0    0    0
300	3	0.982       3.00   3.00    0    0    0    0
400	3	0.996       3.00   3.00    0    0    0    0
100	5	0.618       5.00   5.00    0    0    0    0
200	5	0.652       5.00   5.00    0    0    0    0
300	5	0.7       5.00   5.00    0    0    0    0
400	5	0.743       5.00   5.00    0    0    0    0
