#LIU(2021)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
20.4	0.09	0.308	0	0.18	0	0.09	0.00	0
40.8	0.09	0.561	0	0.18	0	0.09	0.00	0
61.2	0.09	0.76	0	0.18	0	0.09	0.00	0
81.6	0.09	0.91	0	0.18	0	0.09	0.00	0
102	0.09	1.113	0	0.18	0	0.09	0.00	0
136.1	0.09	1.12	0	0.18	0	0.09	0.00	0
156.5	0.09	1.148	0	0.18	0	0.09	0.00	0
170.1	0.09	1.168	0	0.18	0	0.09	0.00	0
190.5	0.09	1.211	0	0.18	0	0.09	0.00	0
20.4	0.14	0.305	0	0.28	0	0.14	0.00	0
40.8	0.14	0.556	0	0.28	0	0.14	0.00	0
61.2	0.14	0.747	0	0.28	0	0.14	0.00	0
81.6	0.14	0.901	0	0.28	0	0.14	0.00	0
156.5	0.14	1.146	0	0.28	0	0.14	0.00	0
170.1	0.14	1.156	0	0.28	0	0.14	0.00	0
190.5	0.14	1.183	0	0.28	0	0.14	0.00	0
