#LIU(2021)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
20.4	0.11	0.308	0	0.22	0	0	0.11	0
40.8	0.11	0.561	0	0.22	0	0	0.11	0
61.2	0.11	0.755	0	0.22	0	0	0.11	0
81.6	0.11	0.91	0	0.22	0	0	0.11	0
102	0.11	1.112	0	0.22	0	0	0.11	0
136.1	0.11	1.134	0	0.22	0	0	0.11	0
156.5	0.11	1.149	0	0.22	0	0	0.11	0
170.1	0.11	1.161	0	0.22	0	0	0.11	0
190.5	0.11	1.184	0	0.22	0	0	0.11	0
20.4	0.16	0.3054	0	0.32	0	0	0.16	0
40.8	0.16	0.555	0	0.32	0	0	0.16	0
61.2	0.16	0.748	0	0.32	0	0	0.16	0
81.6	0.16	0.902	0	0.32	0	0	0.16	0
102	0.16	1.101	0	0.32	0	0	0.16	0
136.1	0.16	1.109	0	0.32	0	0	0.16	0
156.5	0.16	1.147	0	0.32	0	0	0.16	0
170.1	0.16	1.156	0	0.32	0	0	0.16	0
190.5	0.16	1.182	0	0.32	0	0	0.16	0
