#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	0.854       1.00   1.00    0    0    0    0
200	1	1.009       1.00   1.00    0    0    0    0
300	1	1.107       1.00   1.00    0    0    0    0
400	1	1.19       1.00   1.00    0    0    0    0
100	3	0.597       3.00   3.00    0    0    0    0
200	3	0.723       3.00   3.00    0    0    0    0
300	3	0.805       3.00   3.00    0    0    0    0
400	3	0.862       3.00   3.00    0    0    0    0
100	5	0.491       5.00   5.00    0    0    0    0
200	5	0.571       5.00   5.00    0    0    0    0
300	5	0.626       5.00   5.00    0    0    0    0
400	5	0.679       5.00   5.00    0    0    0    0
