#RUMPF(1993)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
6.3	4	0.0509       4.00   4.00    0    0    0    0
11.4	4	0.0909       4.00   4.00    0    0    0    0
13.3	4	0.1073       4.00   4.00    0    0    0    0
25.1	4	0.1922       4.00   4.00    0    0    0    0
28.7	4	0.2184       4.00   4.00    0    0    0    0
35.2	4	0.257       4.00   4.00    0    0    0    0
47.4	4	0.3305       4.00   4.00    0    0    0    0
73.0	4	0.4472       4.00   4.00    0    0    0    0
96.4	4	0.5272       4.00   4.00    0    0    0    0
8.2	6	0.0526       6.00   6.00    0    0    0    0
16.8	6	0.1047       6.00   6.00    0    0    0    0
36.6	6	0.2106       6.00   6.00    0    0    0    0
68.4	6	0.3388       6.00   6.00    0    0    0    0
86.7	6	0.3965       6.00   6.00    0    0    0    0
