#MCGEE(1981)
T [K] P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
546.7	117.6	0.91	0.17281	0.91	0.91	0	0	0	0
547.9	119.5	0.91	0.17281	0.91	0.91	0	0	0	0
545.6	110.2	0.91	0.17281	0.91	0.91	0	0	0	0
486.1	160.2	0.91	0.14748	0.91	0.91	0	0	0	0
484.7	131.2	0.91	0.14748	0.91	0.91	0	0	0	0
484.8	133.4	0.91	0.14748	0.91	0.91	0	0	0	0
531	128.4	1.91	0.17672	1.91	1.91	0	0	0	0
558.5	139.7	1.91	0.15832	1.91	1.91	0	0	0	0
561.3	142.2	1.91	0.15832	1.91	1.91	0	0	0	0
565.5	133.4	1.91	0.15832	1.91	1.91	0	0	0	0
536.8	139.1	1.91	0.16906	1.91	1.91	0	0	0	0
538.4	134.9	1.91	0.16906	1.91	1.91	0	0	0	0
537.3	132	1.91	0.16906	1.91	1.91	0	0	0	0
559.1	155.2	3.04	0.16454	3.04	3.04	0	0	0	0
515.5	165.5	3.04	0.16137	3.04	3.04	0	0	0	0
521.3	153.7	3.04	0.16137	3.04	3.04	0	0	0	0
521.5	152.4	3.04	0.16137	3.04	3.04	0	0	0	0
556.9	163.8	4.27	0.14843	4.27	4.27	0	0	0	0
560.3	167.1	4.27	0.14843	4.27	4.27	0	0	0	0
558.8	167	4.27	0.14843	4.27	4.27	0	0	0	0
557.3	179.8	4.27	0.14218	4.27	4.27	0	0	0	0
556.9	177	4.27	0.14218	4.27	4.27	0	0	0	0
556.4	176.8	4.27	0.14218	4.27	4.27	0	0	0	0
