#YAN(2011)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
50	1	0.308       1.00   1.00    0    0    0    0
100	1	0.575       1.00   1.00    0    0    0    0
150	1	0.832       1.00   1.00    0    0    0    0
200	1	0.962       1.00   1.00    0    0    0    0
300	1	1.241       1.00   1.00    0    0    0    0
400	1	1.284       1.00   1.00    0    0    0    0
50	5	0.190       5.00   5.00    0    0    0    0
100	5	0.324       5.00   5.00    0    0    0    0
150	5	0.462       5.00   5.00    0    0    0    0
200	5	0.593       5.00   5.00    0    0    0    0
300	5	0.625       5.00   5.00    0    0    0    0
400	5	0.713       5.00   5.00    0    0    0    0
