#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	0.592       1.00   1.00    0    0    0    0
200	1	0.935       1.00   1.00    0    0    0    0
300	1	1.16       1.00   1.00    0    0    0    0
400	1	1.313       1.00   1.00    0    0    0    0
100	3	0.417       3.00   3.00    0    0    0    0
200	3	0.682       3.00   3.00    0    0    0    0
300	3	0.805       3.00   3.00    0    0    0    0
400	3	0.905       3.00   3.00    0    0    0    0
100	5	0.345       5.00   5.00    0    0    0    0
200	5	0.535       5.00   5.00    0    0    0    0
300	5	0.657       5.00   5.00    0    0    0    0
400	5	0.731       5.00   5.00    0    0    0    0
