#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	0.569       1.00   1.00    0    0    0    0
200	1	0.952       1.00   1.00    0    0    0    0
300	1	1.23       1.00   1.00    0    0    0    0
400	1	1.425       1.00   1.00    0    0    0    0
100	3	0.4       3.00   3.00    0    0    0    0
200	3	0.683       3.00   3.00    0    0    0    0
300	3	0.846       3.00   3.00    0    0    0    0
400	3	0.966       3.00   3.00    0    0    0    0
100	5	0.336       5.00   5.00    0    0    0    0
200	5	0.537       5.00   5.00    0    0    0    0
300	5	0.675       5.00   5.00    0    0    0    0
400	5	0.759       5.00   5.00    0    0    0    0
