#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	0.547       1.00   1.00    0    0    0    0
200	1	1.029       1.00   1.00    0    0    0    0
300	1	1.385       1.00   1.00    0    0    0    0
400	1	1.691       1.00   1.00    0    0    0    0
100	3	0.402       3.00   3.00    0    0    0    0
200	3	0.722       3.00   3.00    0    0    0    0
300	3	0.945       3.00   3.00    0    0    0    0
400	3	1.122       3.00   3.00    0    0    0    0
100	5	0.313       5.00   5.00    0    0    0    0
200	5	0.553       5.00   5.00    0    0    0    0
300	5	0.728       5.00   5.00    0    0    0    0
400	5	0.852       5.00   5.00    0    0    0    0
