#KIEPE(2002)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
4.5382	2.5	0.00059       2.50   2.50    0    0    0    0
7.644	2.5	0.00101       2.50   2.50    0    0    0    0
12.604	2.5	0.00172       2.50   2.50    0    0    0    0
20.042	2.5	0.00272       2.50   2.50    0    0    0    0
26.54	2.5	0.00357       2.50   2.50    0    0    0    0
40.823	2.5	0.00532       2.50   2.50    0    0    0    0
52.21	2.5	0.0066       2.50   2.50    0    0    0    0
64.697	2.5	0.00789       2.50   2.50    0    0    0    0
76.787	2.5	0.00902       2.50   2.50    0    0    0    0
100.61	2.5	0.01091       2.50   2.50    0    0    0    0
5.4588	4.34	0.00053       4.34   4.34    0    0    0    0
9.5025	4.34	0.00094       4.34   4.34    0    0    0    0
13.619	4.34	0.00136       4.34   4.34    0    0    0    0
18.656	4.34	0.00186       4.34   4.34    0    0    0    0
25.587	4.34	0.00253       4.34   4.34    0    0    0    0
38.013	4.34	0.00365       4.34   4.34    0    0    0    0
47.98	4.34	0.00449       4.34   4.34    0    0    0    0
62.413	4.34	0.00561       4.34   4.34    0    0    0    0
83.541	4.34	0.00703       4.34   4.34    0    0    0    0
100.1	4.34	0.00795       4.34   4.34    0    0    0    0
