#RUMPF(1993)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
8.2	4	0.0505       4.00   4.00    0    0    0    0
16.4	4	0.1014       4.00   4.00    0    0    0    0
33.9	4	0.2032       4.00   4.00    0    0    0    0
55.9	4	0.3084       4.00   4.00    0    0    0    0
69.4	4	0.3594       4.00   4.00    0    0    0    0
83.4	4	0.4116       4.00   4.00    0    0    0    0
96.4	4	0.4613       4.00   4.00    0    0    0    0
10.0	6	0.0509       6.00   6.00    0    0    0    0
20.3	6	0.1021       6.00   6.00    0    0    0    0
43.9	6	0.2043       6.00   6.00    0    0    0    0
76.1	6	0.3085       6.00   6.00    0    0    0    0
90.4	6	0.3553       6.00   6.00    0    0    0    0
