#WANG(2014)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
80	MIX	0.85	0.435	1.036	0.002	0.286	0.022	0.008
90	MIX	0.914	0.435	1.036	0.002	0.286	0.022	0.008
100	MIX	0.974	0.435	1.036	0.002	0.286	0.022	0.008
110	MIX	0.995	0.435	1.036	0.002	0.286	0.022	0.008
80	MIX	0.949	0.246	0.269	0.001	0.015	0.003	0.006
90	MIX	0.971	0.246	0.269	0.001	0.015	0.003	0.006
100	MIX	1.016	0.246	0.269	0.001	0.015	0.003	0.006
110	MIX	1.038	0.246	0.269	0.001	0.015	0.003	0.006
80	MIX	0.902	0.249	0.709	0.001	0.219	0.012	0.002
90	MIX	0.935	0.249	0.709	0.001	0.219	0.012	0.002
100	MIX	0.983	0.249	0.709	0.001	0.219	0.012	0.002
110	MIX	1.053	0.249	0.709	0.001	0.219	0.012	0.002
80	MIX	0.892	0.195	0.392	0.001	0.110	0.004	0.016
90	MIX	0.953	0.195	0.392	0.001	0.110	0.004	0.016
100	MIX	0.999	0.195	0.392	0.001	0.110	0.004	0.016
110	MIX	1.045	0.195	0.392	0.001	0.110	0.004	0.016
