#HOU(2013)
P [bar]    ms [mol/kg]    xc_W [SALTfree]   xc_C    Na    Cl    K    Ca    Mg    SO4
27.45	2.5	0.00217	0.81118	0	2.50	2.50	0	0	0
60.74	2.5	0.00510	0.89888	0	2.50	2.50	0	0	0
88.89	2.5	0.00753	0.92425	0	2.50	2.50	0	0	0
119.57	2.5	0.00939	0.93775	0	2.50	2.50	0	0	0
149.58	2.5	0.01135	0.94545	0	2.50	2.50	0	0	0
178.58	2.5	0.01282	0.94906	0	2.50	2.50	0	0	0
29.08	4	0.00198	0.83993	0	4.00	4.00	0	0	0
59.57	4	0.00417	0.91001	0	4.00	4.00	0	0	0
89.84	4	0.00612	0.93520	0	4.00	4.00	0	0	0
120.35	4	0.00785	0.94505	0	4.00	4.00	0	0	0
149.91	4	0.00942	0.95233	0	4.00	4.00	0	0	0
181.20	4	0.01084	0.95678	0	4.00	4.00	0	0	0
