#MESSABEB(2016)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
50.3	1	0.305       1.00   1.00    0    0    0    0
100.4	1	0.577       1.00   1.00    0    0    0    0
150.5	1	0.804       1.00   1.00    0    0    0    0
200.1	1	0.96       1.00   1.00    0    0    0    0
50.6	3	0.245       3.00   3.00    0    0    0    0
101	3	0.425       3.00   3.00    0    0    0    0
149.6	3	0.57       3.00   3.00    0    0    0    0
202.3	3	0.717       3.00   3.00    0    0    0    0
50.4	6	0.162       6.00   6.00    0    0    0    0
101	6	0.285       6.00   6.00    0    0    0    0
149.6	6	0.379       6.00   6.00    0    0    0    0
202.1	6	0.463       6.00   6.00    0    0    0    0
