#TEYMOURI(2017)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
65.17	0.73	0.0084	0	1.46	0	0.73	0	0
279.31	0.73	0.0156	0	1.46	0	0.73	0	0
179.31	1	0.0123	0	2	0	1	0	0
284.83	1	0.0147	0	2	0	1	0	0
416.34	1	0.0166	0	2	0	1	0	0
554.28	1	0.0182	0	2	0	1	0	0
80.00	1.68	0.0066	0	3.36	0	1.68	0	0
124.48	1.68	0.0089	0	3.36	0	1.68	0	0
262.07	1.68	0.0118	0	3.36	0	1.68	0	0
409.03	1.68	0.0135	0	3.36	0	1.68	0	0
547.59	1.68	0.0145	0	3.36	0	1.68	0	0
151.31	2.75	0.0071	0	5.5	0	2.75	0	0
292.14	2.75	0.0091	0	5.5	0	2.75	0	0
405.59	2.75	0.0099	0	5.5	0	2.75	0	0
