#YAN(2011)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
50	1	0.428       1.00   1.00    0    0    0    0
100	1	0.683       1.00   1.00    0    0    0    0
150	1	0.828       1.00   1.00    0    0    0    0
200	1	0.967       1.00   1.00    0    0    0    0
300	1	1.073       1.00   1.00    0    0    0    0
400	1	1.195       1.00   1.00    0    0    0    0
50	5	0.243       5.00   5.00    0    0    0    0
100	5	0.364       5.00   5.00    0    0    0    0
150	5	0.481       5.00   5.00    0    0    0    0
200	5	0.578       5.00   5.00    0    0    0    0
300	5	0.640       5.00   5.00    0    0    0    0
400	5	0.636       5.00   5.00    0    0    0    0
