#HOU(2013)
P [bar]    ms [mol/kg]    xc_W [SALTfree]   xc_C    Na    Cl    K    Ca    Mg    SO4
29.45	2.5	0.00331	0.96912	0	2.50	2.50	0	0	0
60.80	2.5	0.00629	0.98756	0	2.50	2.50	0	0	0
90.71	2.5	0.00862	0.98834	0	2.50	2.50	0	0	0
120.32	2.5	0.01035	0.98930	0	2.50	2.50	0	0	0
148.74	2.5	0.01163	0.98780	0	2.50	2.50	0	0	0
178.83	2.5	0.01273	0.98734	0	2.50	2.50	0	0	0
30.25	4	0.00301	0.98351	0	4.00	4.00	0	0	0
60.23	4	0.00558	0.99056	0	4.00	4.00	0	0	0
89.78	4	0.00757	0.99156	0	4.00	4.00	0	0	0
120.32	4	0.00908	0.99233	0	4.00	4.00	0	0	0
151.03	4	0.01038	0.99062	0	4.00	4.00	0	0	0
182.15	4	0.01121	0.98962	0	4.00	4.00	0	0	0
