#POULANI(2019)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
10.5	MIX	0.074	1.2	1.6	0	0.2	0	0
20.1	MIX	0.142	1.2	1.6	0	0.2	0	0
30.2	MIX	0.2172	1.2	1.6	0	0.2	0	0
40.2	MIX	0.2801	1.2	1.6	0	0.2	0	0
50.9	MIX	0.3549	1.2	1.6	0	0.2	0	0
100.4	MIX	0.6281	1.2	1.6	0	0.2	0	0
151	MIX	0.8023	1.2	1.6	0	0.2	0	0
199.1	MIX	0.871	1.2	1.6	0	0.2	0	0
10.3	MIX	0.0696	1.2	1.7	0.1	0.2	0	0
20.5	MIX	0.1511	1.2	1.7	0.1	0.2	0	0
30.2	MIX	0.2156	1.2	1.7	0.1	0.2	0	0
40.4	MIX	0.284	1.2	1.7	0.1	0.2	0	0
50.9	MIX	0.3523	1.2	1.7	0.1	0.2	0	0
100.9	MIX	0.6036	1.2	1.7	0.1	0.2	0	0
150.9	MIX	0.7739	1.2	1.7	0.1	0.2	0	0
199.1	MIX	0.864	1.2	1.7	0.1	0.2	0	0
