#MESSABEB(2016)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
50.1	1	0.376       1.00   1.00    0    0    0    0
100.8	1	0.668       1.00   1.00    0    0    0    0
150.2	1	0.85       1.00   1.00    0    0    0    0
199.6	1	0.942       1.00   1.00    0    0    0    0
50.8	3	0.289       3.00   3.00    0    0    0    0
100.7	3	0.492       3.00   3.00    0    0    0    0
150.1	3	0.609       3.00   3.00    0    0    0    0
201.6	3	0.727       3.00   3.00    0    0    0    0
50.8	6	0.196       6.00   6.00    0    0    0    0
100.7	6	0.331       6.00   6.00    0    0    0    0
150.1	6	0.408       6.00   6.00    0    0    0    0
201.6	6	0.471       6.00   6.00    0    0    0    0
