#LIU(2021)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
20.4	0.09	0.198	0	0.18	0	0.09	0.00	0
40.8	0.09	0.386	0	0.18	0	0.09	0.00	0
61.2	0.09	0.534	0	0.18	0	0.09	0.00	0
81.6	0.09	0.665	0	0.18	0	0.09	0.00	0
102	0.09	0.775	0	0.18	0	0.09	0.00	0
136.1	0.09	0.88	0	0.18	0	0.09	0.00	0
156.5	0.09	0.983	0	0.18	0	0.09	0.00	0
170.1	0.09	1.015	0	0.18	0	0.09	0.00	0
190.5	0.09	1.064	0	0.18	0	0.09	0.00	0
20.4	0.14	0.197	0	0.28	0	0.14	0.00	0
40.8	0.14	0.433	0	0.28	0	0.14	0.00	0
61.2	0.14	0.511	0	0.28	0	0.14	0.00	0
81.6	0.14	0.658	0	0.28	0	0.14	0.00	0
102	0.14	0.77	0	0.28	0	0.14	0.00	0
136.1	0.14	0.91	0	0.28	0	0.14	0.00	0
156.5	0.14	0.973	0	0.28	0	0.14	0.00	0
170.1	0.14	1.005	0	0.28	0	0.14	0.00	0
190.5	0.14	1.055	0	0.28	0	0.14	0.00	0
