#LIU(2011)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
20.8	MIX	0.3006	0.300	0.851	0.235	0.158	0	0
40.9	MIX	0.5513	0.300	0.851	0.235	0.158	0	0
60.9	MIX	0.7488	0.300	0.851	0.235	0.158	0	0
80.5	MIX	0.8745	0.300	0.851	0.235	0.158	0	0
100.9	MIX	0.9678	0.300	0.851	0.235	0.158	0	0
120.6	MIX	1.0303	0.300	0.851	0.235	0.158	0	0
140.8	MIX	1.0565	0.300	0.851	0.235	0.158	0	0
158.5	MIX	1.0696	0.300	0.851	0.235	0.158	0	0
23.5	MIX	0.3123	0.633	1.798	0.497	0.334	0	0
44.1	MIX	0.5192	0.633	1.798	0.497	0.334	0	0
64.3	MIX	0.6707	0.633	1.798	0.497	0.334	0	0
84.2	MIX	0.7864	0.633	1.798	0.497	0.334	0	0
104.1	MIX	0.8623	0.633	1.798	0.497	0.334	0	0
118.5	MIX	0.8814	0.633	1.798	0.497	0.334	0	0
136	MIX	0.9196	0.633	1.798	0.497	0.334	0	0
156	MIX	0.9415	0.633	1.798	0.497	0.334	0	0
20.6	MIX	0.2466	0.951	2.700	0.747	0.501	0	0
35.9	MIX	0.3829	0.951	2.700	0.747	0.501	0	0
56	MIX	0.5375	0.951	2.700	0.747	0.501	0	0
73	MIX	0.6212	0.951	2.700	0.747	0.501	0	0
95.6	MIX	0.7365	0.951	2.700	0.747	0.501	0	0
115.5	MIX	0.7790	0.951	2.700	0.747	0.501	0	0
136.7	MIX	0.8045	0.951	2.700	0.747	0.501	0	0
156.4	MIX	0.8188	0.951	2.700	0.747	0.501	0	0
