#WANG(2014)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
80	MIX	0.67	0.435	1.036	0.002	0.286	0.022	0.008
90	MIX	0.692	0.435	1.036	0.002	0.286	0.022	0.008
100	MIX	0.712	0.435	1.036	0.002	0.286	0.022	0.008
110	MIX	0.73	0.435	1.036	0.002	0.286	0.022	0.008
80	MIX	0.734	0.246	0.269	0.001	0.015	0.003	0.006
90	MIX	0.773	0.246	0.269	0.001	0.015	0.003	0.006
100	MIX	0.84	0.246	0.269	0.001	0.015	0.003	0.006
110	MIX	0.849	0.246	0.269	0.001	0.015	0.003	0.006
80	MIX	0.698	0.249	0.709	0.001	0.219	0.012	0.002
90	MIX	0.731	0.249	0.709	0.001	0.219	0.012	0.002
100	MIX	0.775	0.249	0.709	0.001	0.219	0.012	0.002
110	MIX	0.801	0.249	0.709	0.001	0.219	0.012	0.002
80	MIX	0.728	0.195	0.392	0.001	0.110	0.004	0.016
90	MIX	0.75	0.195	0.392	0.001	0.110	0.004	0.016
100	MIX	0.806	0.195	0.392	0.001	0.110	0.004	0.016
110	MIX	0.825	0.195	0.392	0.001	0.110	0.004	0.016
