#YAN(2011)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
50	1	0.667       1.00   1.00    0    0    0    0
100	1	0.961       1.00   1.00    0    0    0    0
150	1	1.019       1.00   1.00    0    0    0    0
200	1	1.100       1.00   1.00    0    0    0    0
300	1	1.159       1.00   1.00    0    0    0    0
400	1	1.227       1.00   1.00    0    0    0    0
50	5	0.336       5.00   5.00    0    0    0    0
100	5	0.490       5.00   5.00    0    0    0    0
150	5	0.553       5.00   5.00    0    0    0    0
200	5	0.559       5.00   5.00    0    0    0    0
300	5	0.604       5.00   5.00    0    0    0    0
400	5	0.654       5.00   5.00    0    0    0    0
