#POULANI(2019)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
10.1	MIX	0.1342	1.2	1.6	0	0.2	0	0
20.1	MIX	0.2570	1.2	1.6	0	0.2	0	0
30.3	MIX	0.3773	1.2	1.6	0	0.2	0	0
40.2	MIX	0.4905	1.2	1.6	0	0.2	0	0
49.8	MIX	0.5783	1.2	1.6	0	0.2	0	0
99.2	MIX	0.8800	1.2	1.6	0	0.2	0	0
150.3	MIX	0.9591	1.2	1.6	0	0.2	0	0
199.3	MIX	1.0061	1.2	1.6	0	0.2	0	0
10.1	MIX	0.1305	1.2	1.7	0.1	0.2	0	0
20.1	MIX	0.2667	1.2	1.7	0.1	0.2	0	0
30.3	MIX	0.3758	1.2	1.7	0.1	0.2	0	0
40.2	MIX	0.5003	1.2	1.7	0.1	0.2	0	0
49.8	MIX	0.5865	1.2	1.7	0.1	0.2	0	0
99.2	MIX	0.8630	1.2	1.7	0.1	0.2	0	0
150.3	MIX	0.9057	1.2	1.7	0.1	0.2	0	0
199.3	MIX	0.9851	1.2	1.7	0.1	0.2	0	0
