#MESSABEB(2016)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
50.3	1	0.65       1.00   1.00    0    0    0    0
100.2	1	0.965       1.00   1.00    0    0    0    0
150.6	1	1.042       1.00   1.00    0    0    0    0
200.1	1	1.081       1.00   1.00    0    0    0    0
49.9	3	0.452       3.00   3.00    0    0    0    0
100.6	3	0.676       3.00   3.00    0    0    0    0
149.7	3	0.713       3.00   3.00    0    0    0    0
199.6	3	0.779       3.00   3.00    0    0    0    0
50.5	6	0.291       6.00   6.00    0    0    0    0
100.9	6	0.438       6.00   6.00    0    0    0    0
149.9	6	0.484       6.00   6.00    0    0    0    0
200.4	6	0.509       6.00   6.00    0    0    0    0
