#TEYMOURI(2017)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
166.9	0.76	0.0161	0	1.52	0	0	0.76	0
379.31	0.76	0.02	0	1.52	0	0	0.76	0
544.83	0.76	0.0218	0	1.52	0	0	0.76	0
82.34	1.3	0.0111	0	2.6	0	0	1.3	0
236.55	1.3	0.0142	0	2.6	0	0	1.3	0
414.76	1.3	0.0164	0	2.6	0	0	1.3	0
538.34	1.3	0.0175	0	2.6	0	0	1.3	0
164.83	2.3	0.0098	0	4.6	0	0	2.3	0
273.1	2.3	0.0113	0	4.6	0	0	2.3	0
82.76	4.3	0.0051	0	8.6	0	0	4.3	0
246.9	4.3	0.0065	0	8.6	0	0	4.3	0
411.1	4.3	0.0072	0	8.6	0	0	4.3	0
532.41	4.3	0.0076	0	8.6	0	0	4.3	0
