#WANG(2014)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
80	MIX	0.721	0.435	1.036	0.002	0.286	0.022	0.008
90	MIX	0.764	0.435	1.036	0.002	0.286	0.022	0.008
100	MIX	0.798	0.435	1.036	0.002	0.286	0.022	0.008
110	MIX	0.822	0.435	1.036	0.002	0.286	0.022	0.008
80	MIX	0.779	0.246	0.269	0.001	0.015	0.003	0.006
90	MIX	0.86	0.246	0.269	0.001	0.015	0.003	0.006
100	MIX	0.902	0.246	0.269	0.001	0.015	0.003	0.006
110	MIX	0.942	0.246	0.269	0.001	0.015	0.003	0.006
80	MIX	0.789	0.249	0.709	0.001	0.219	0.012	0.002
90	MIX	0.818	0.249	0.709	0.001	0.219	0.012	0.002
100	MIX	0.843	0.249	0.709	0.001	0.219	0.012	0.002
110	MIX	0.873	0.249	0.709	0.001	0.219	0.012	0.002
80	MIX	0.757	0.195	0.392	0.001	0.110	0.004	0.016
90	MIX	0.835	0.195	0.392	0.001	0.110	0.004	0.016
100	MIX	0.855	0.195	0.392	0.001	0.110	0.004	0.016
110	MIX	0.897	0.195	0.392	0.001	0.110	0.004	0.016
