#KIEPE(2002)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
3.9	0.52	0.00136       0.52   0.52    0    0    0    0
5.1	0.52	0.0018       0.52   0.52    0    0    0    0
8.9	0.52	0.00315       0.52   0.52    0    0    0    0
20.0	0.52	0.00675       0.52   0.52    0    0    0    0
31.5	0.52	0.01032       0.52   0.52    0    0    0    0
36.8	0.52	0.01182       0.52   0.52    0    0    0    0
46.2	0.52	0.01427       0.52   0.52    0    0    0    0
56.2	0.52	0.01659       0.52   0.52    0    0    0    0
67.8	0.52	0.01883       0.52   0.52    0    0    0    0
84.3	0.52	0.02112       0.52   0.52    0    0    0    0
2.1	2.5	0.00051       2.50   2.50    0    0    0    0
5.0	2.5	0.00124       2.50   2.50    0    0    0    0
8.2	2.5	0.00201       2.50   2.50    0    0    0    0
12.4	2.5	0.00304       2.50   2.50    0    0    0    0
18.6	2.5	0.00446       2.50   2.50    0    0    0    0
26.4	2.5	0.00617       2.50   2.50    0    0    0    0
38.4	2.5	0.00861       2.50   2.50    0    0    0    0
51.4	2.5	0.01089       2.50   2.50    0    0    0    0
63.7	2.5	0.01272       2.50   2.50    0    0    0    0
77.9	2.5	0.01431       2.50   2.50    0    0    0    0
91.3	2.5	0.01517       2.50   2.50    0    0    0    0
1.9	4	0.00033       4.00   4.00    0    0    0    0
3.8	4	0.00068       4.00   4.00    0    0    0    0
5.6	4	0.00101       4.00   4.00    0    0    0    0
8.4	4	0.00149       4.00   4.00    0    0    0    0
12.5	4	0.00222       4.00   4.00    0    0    0    0
23.4	4	0.00403       4.00   4.00    0    0    0    0
40.3	4	0.00657       4.00   4.00    0    0    0    0
59.8	4	0.00898       4.00   4.00    0    0    0    0
73.8	4	0.01029       4.00   4.00    0    0    0    0
81.2	4	0.0108       4.00   4.00    0    0    0    0
90.6	4	0.0112       4.00   4.00    0    0    0    0
