#RUMPF(1993)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
4.7	4	0.0497       4.00   4.00    0    0    0    0
9.1	4	0.0995       4.00   4.00    0    0    0    0
19.0	4	0.1996       4.00   4.00    0    0    0    0
31.5	4	0.3098       4.00   4.00    0    0    0    0
51.2	4	0.4529       4.00   4.00    0    0    0    0
69.2	4	0.5497       4.00   4.00    0    0    0    0
6.0	6	0.0517       6.00   6.00    0    0    0    0
12.3	6	0.1035       6.00   6.00    0    0    0    0
26.4	6	0.2074       6.00   6.00    0    0    0    0
44.3	6	0.3133       6.00   6.00    0    0    0    0
68.0	6	0.4177       6.00   6.00    0    0    0    0
84.3	6	0.4693       6.00   6.00    0    0    0    0
