#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	1.024       1.00   1.00    0    0    0    0
200	1	1.102       1.00   1.00    0    0    0    0
300	1	1.189       1.00   1.00    0    0    0    0
400	1	1.27       1.00   1.00    0    0    0    0
100	3	0.702       3.00   3.00    0    0    0    0
200	3	0.768       3.00   3.00    0    0    0    0
300	3	0.843       3.00   3.00    0    0    0    0
400	3	0.92       3.00   3.00    0    0    0    0
100	5	0.554       5.00   5.00    0    0    0    0
200	5	0.613       5.00   5.00    0    0    0    0
300	5	0.647       5.00   5.00    0    0    0    0
400	5	0.703       5.00   5.00    0    0    0    0
