#KIEPE(2002)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
1.97	0.5	0.00069	0	0.5	0.5	0	0	0
4.18	0.5	0.00148	0	0.5	0.5	0	0	0
6.48	0.5	0.00230	0	0.5	0.5	0	0	0
8.46	0.5	0.00300	0	0.5	0.5	0	0	0
11.13	0.5	0.00392	0	0.5	0.5	0	0	0
16.64	0.5	0.00580	0	0.5	0.5	0	0	0
39.38	0.5	0.01281	0	0.5	0.5	0	0	0
53.14	0.5	0.01639	0	0.5	0.5	0	0	0
66.12	0.5	0.01918	0	0.5	0.5	0	0	0
82.79	0.5	0.02174	0	0.5	0.5	0	0	0
1.27	1	0.00039	0	1	1	0	0	0
2.96	1	0.00094	0	1	1	0	0	0
4.72	1	0.00151	0	1	1	0	0	0
6.76	1	0.00217	0	1	1	0	0	0
9.10	1	0.00291	0	1	1	0	0	0
11.82	1	0.00377	0	1	1	0	0	0
18.31	1	0.00577	0	1	1	0	0	0
35.83	1	0.01076	0	1	1	0	0	0
59.69	1	0.01637	0	1	1	0	0	0
86.96	1	0.02031	0	1	1	0	0	0
2.77	2.5	0.00085	0	2.5	2.5	0	0	0
4.19	2.5	0.00129	0	2.5	2.5	0	0	0
6.07	2.5	0.00186	0	2.5	2.5	0	0	0
8.24	2.5	0.00252	0	2.5	2.5	0	0	0
10.57	2.5	0.00322	0	2.5	2.5	0	0	0
16.65	2.5	0.00499	0	2.5	2.5	0	0	0
39.55	2.5	0.01091	0	2.5	2.5	0	0	0
52.68	2.5	0.01371	0	2.5	2.5	0	0	0
72.10	2.5	0.01693	0	2.5	2.5	0	0	0
83.53	2.5	0.01820	0	2.5	2.5	0	0	0
97.09	2.5	0.01901	0	2.5	2.5	0	0	0
3.56	4	0.00076	0	4	4	0	0	0
6.26	4	0.00135	0	4	4	0	0	0
8.53	4	0.00185	0	4	4	0	0	0
11.99	4	0.00261	0	4	4	0	0	0
16.39	4	0.00357	0	4	4	0	0	0
24.86	4	0.00540	0	4	4	0	0	0
33.73	4	0.00727	0	4	4	0	0	0
43.00	4	0.00917	0	4	4	0	0	0
56.61	4	0.01174	0	4	4	0	0	0
69.88	4	0.01388	0	4	4	0	0	0
89.66	4	0.01580	0	4	4	0	0	0
