#SUSAK(1980)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
172.4	0.90	0.38103	0.90	0.90	0	0	0	0
344.7	0.90	0.98273	0.90	0.90	0	0	0	0
689.5	0.90	1.84899	0.90	0.90	0	0	0	0
1034.2	0.90	2.48284	0.90	0.90	0	0	0	0
1379.0	0.90	2.98750	0.90	0.90	0	0	0	0
172.4	1.90	0.28306	1.90	1.90	0	0	0	0
344.7	1.90	0.73005	1.90	1.90	0	0	0	0
689.5	1.90	1.37358	1.90	1.90	0	0	0	0
1034.2	1.90	1.84446	1.90	1.90	0	0	0	0
1379.0	1.90	2.21935	1.90	1.90	0	0	0	0
172.4	3.02	0.20305	3.02	3.02	0	0	0	0
344.7	3.02	0.52371	3.02	3.02	0	0	0	0
689.5	3.02	0.98534	3.02	3.02	0	0	0	0
1034.2	3.02	1.32313	3.02	3.02	0	0	0	0
1379.0	3.02	1.59206	3.02	3.02	0	0	0	0
172.4	4.27	0.13974	4.27	4.27	0	0	0	0
344.7	4.27	0.36040	4.27	4.27	0	0	0	0
689.5	4.27	0.67809	4.27	4.27	0	0	0	0
1034.2	4.27	0.91054	4.27	4.27	0	0	0	0
1379.0	4.27	1.09562	4.27	4.27	0	0	0	0
