#KIEPE(2003)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
5.1	1	0.00007	0	1	1	0	0
10.6	1	0.00015	0	1	1	0	0
14.2	1	0.00020	0	1	1	0	0
20.5	1	0.00029	0	1	1	0	0
32.5	1	0.00046	0	1	1	0	0
45.3	1	0.00063	0	1	1	0	0
57.1	1	0.00079	0	1	1	0	0
82.0	1	0.00109	0	1	1	0	0
95.1	1	0.00124	0	1	1	0	0
5.4	2.5	0.00007	0	2.5	2.5	0	0
8.9	2.5	0.00011	0	2.5	2.5	0	0
11.8	2.5	0.00015	0	2.5	2.5	0	0
16.0	2.5	0.00021	0	2.5	2.5	0	0
32.0	2.5	0.00042	0	2.5	2.5	0	0
47.3	2.5	0.00060	0	2.5	2.5	0	0
58.2	2.5	0.00073	0	2.5	2.5	0	0
78.4	2.5	0.00095	0	2.5	2.5	0	0
89.2	2.5	0.00107	0	2.5	2.5	0	0
95.5	2.5	0.00113	0	2.5	2.5	0	0
7.0	4	0.00008	0	4	4	0	0
10.0	4	0.00012	0	4	4	0	0
14.7	4	0.00018	0	4	4	0	0
19.8	4	0.00024	0	4	4	0	0
58.0	4	0.00066	0	4	4	0	0
60.6	4	0.00069	0	4	4	0	0
74.2	4	0.00083	0	4	4	0	0
84.9	4	0.00093	0	4	4	0	0
92.4	4	0.00101	0	4	4	0	0
