#PORTIER(2005)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
80	MIX	0.691	0.448	0.528	0.006	0.011	0.026	0
80	MIX	0.671	0.448	0.528	0.006	0.011	0.026	0
90	MIX	0.69	0.448	0.528	0.006	0.011	0.026	0
100	MIX	0.71	0.448	0.528	0.006	0.011	0.026	0
100	MIX	0.689	0.448	0.528	0.006	0.011	0.026	0
100	MIX	0.731	0.448	0.528	0.006	0.011	0.026	0
100	MIX	0.744	0.448	0.528	0.006	0.011	0.026	0
110	MIX	0.862	0.448	0.528	0.006	0.011	0.026	0
120	MIX	0.814	0.448	0.528	0.006	0.011	0.026	0
120	MIX	0.89	0.448	0.528	0.006	0.011	0.026	0
