#LIU(2021)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
20.4	0.09	0.5918	0	0.18	0	0.09	0.00	0
40.8	0.09	1.06	0	0.18	0	0.09	0.00	0
61.2	0.09	1.319	0	0.18	0	0.09	0.00	0
81.6	0.09	1.352	0	0.18	0	0.09	0.00	0
102	0.09	1.394	0	0.18	0	0.09	0.00	0
136.1	0.09	1.44	0	0.18	0	0.09	0.00	0
156.5	0.09	1.47	0	0.18	0	0.09	0.00	0
170.1	0.09	1.492	0	0.18	0	0.09	0.00	0
190.5	0.09	1.514	0	0.18	0	0.09	0.00	0
20.4	0.14	0.5825	0	0.28	0	0.14	0.00	0
40.8	0.14	1.013	0	0.28	0	0.14	0.00	0
61.2	0.14	1.3085	0	0.28	0	0.14	0.00	0
81.6	0.14	1.3485	0	0.28	0	0.14	0.00	0
102	0.14	1.3905	0	0.28	0	0.14	0.00	0
136.1	0.14	1.413	0	0.28	0	0.14	0.00	0
156.5	0.14	1.454	0	0.28	0	0.14	0.00	0
170.1	0.14	1.492	0	0.28	0	0.14	0.00	0
190.5	0.14	1.497	0	0.28	0	0.14	0.00	0
