#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	1.162       1.00   1.00    0    0    0    0
200	1	1.223       1.00   1.00    0    0    0    0
300	1	1.313       1.00   1.00    0    0    0    0
400	1	1.394       1.00   1.00    0    0    0    0
100	3	0.795       3.00   3.00    0    0    0    0
200	3	0.852       3.00   3.00    0    0    0    0
300	3	0.944       3.00   3.00    0    0    0    0
400	3	0.969       3.00   3.00    0    0    0    0
100	5	0.597       5.00   5.00    0    0    0    0
200	5	0.645       5.00   5.00    0    0    0    0
300	5	0.687       5.00   5.00    0    0    0    0
400	5	0.73       5.00   5.00    0    0    0    0
