#TEYMOURI(2017)
P [bar]    ms [mol/kg]    xc_W [SALTfree]    Na    Cl    K    Ca    Mg    SO4
17.93	1.9	0.0061	1.9	1.9	0	0	0	0
18.34	1.9	0.0064	1.9	1.9	0	0	0	0
40.34	1.9	0.0122	1.9	1.9	0	0	0	0
41.52	1.9	0.0121	1.9	1.9	0	0	0	0
50.62	1.9	0.0136	1.9	1.9	0	0	0	0
68.97	1.9	0.0164	1.9	1.9	0	0	0	0
68.97	1.9	0.0161	1.9	1.9	0	0	0	0
68.97	1.9	0.0158	1.9	1.9	0	0	0	0
108.9	1.9	0.0168	1.9	1.9	0	0	0	0
131.03	1.9	0.0168	1.9	1.9	0	0	0	0
131.03	1.9	0.0169	1.9	1.9	0	0	0	0
182.76	1.9	0.017	1.9	1.9	0	0	0	0
184.14	1.9	0.017	1.9	1.9	0	0	0	0
270.34	1.9	0.0179	1.9	1.9	0	0	0	0
270.34	1.9	0.0177	1.9	1.9	0	0	0	0
331.79	1.9	0.0182	1.9	1.9	0	0	0	0
16.21	4.27	0.0041	4.27	4.27	0	0	0	0
39.79	4.27	0.0083	4.27	4.27	0	0	0	0
64.97	4.27	0.0109	4.27	4.27	0	0	0	0
81.72	4.27	0.0113	4.27	4.27	0	0	0	0
119.66	4.27	0.0116	4.27	4.27	0	0	0	0
119.66	4.27	0.0114	4.27	4.27	0	0	0	0
158.28	4.27	0.012	4.27	4.27	0	0	0	0
236.07	4.27	0.0125	4.27	4.27	0	0	0	0
