#GUO(2015)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
100	1	0.613       1.00   1.00    0    0    0    0
200	1	0.926       1.00   1.00    0    0    0    0
300	1	1.105       1.00   1.00    0    0    0    0
400	1	1.228       1.00   1.00    0    0    0    0
100	3	0.433       3.00   3.00    0    0    0    0
200	3	0.671       3.00   3.00    0    0    0    0
300	3	0.786       3.00   3.00    0    0    0    0
400	3	0.867       3.00   3.00    0    0    0    0
100	5	0.368       5.00   5.00    0    0    0    0
200	5	0.533       5.00   5.00    0    0    0    0
300	5	0.633       5.00   5.00    0    0    0    0
400	5	0.709       5.00   5.00    0    0    0    0
