#PORTIER(2005) | T=310.15 | 37 degC, Portier & Rochelle 2005 Table 2
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
80	MIX	1.005	0.448	0.528	0.006	0.011	0.026	0
80	MIX	1.02	0.448	0.528	0.006	0.011	0.026	0
80	MIX	1	0.448	0.528	0.006	0.011	0.026	0
80	MIX	1	0.448	0.528	0.006	0.011	0.026	0
80	MIX	0.954	0.448	0.528	0.006	0.011	0.026	0
90	MIX	1.02	0.448	0.528	0.006	0.011	0.026	0
100	MIX	0.959	0.448	0.528	0.006	0.011	0.026	0
100	MIX	1.072	0.448	0.528	0.006	0.011	0.026	0
100	MIX	1.087	0.448	0.528	0.006	0.011	0.026	0
100	MIX	1.085	0.448	0.528	0.006	0.011	0.026	0
110	MIX	1.1	0.448	0.528	0.006	0.011	0.026	0
120	MIX	1.072	0.448	0.528	0.006	0.011	0.026	0
120	MIX	1.183	0.448	0.528	0.006	0.011	0.026	0
120	MIX	1.152	0.448	0.528	0.006	0.011	0.026	0
120	MIX	1.121	0.448	0.528	0.006	0.011	0.026	0
