#LIU(2011)
P [bar]    ms [mol/kg]    mc [mol/kg]    Na    Cl    K    Ca    Mg    SO4
20.6	MIX	0.4489	0.300	0.851	0.235	0.158	0	0
37.9	MIX	0.7182	0.300	0.851	0.235	0.158	0	0
60.7	MIX	0.9808	0.300	0.851	0.235	0.158	0	0
80.5	MIX	1.1195	0.300	0.851	0.235	0.158	0	0
100.6	MIX	1.1591	0.300	0.851	0.235	0.158	0	0
120.6	MIX	1.1723	0.300	0.851	0.235	0.158	0	0
140.7	MIX	1.1988	0.300	0.851	0.235	0.158	0	0
158.4	MIX	1.2041	0.300	0.851	0.235	0.158	0	0
23.7	MIX	0.4376	0.633	1.798	0.497	0.334	0	0
43.5	MIX	0.6868	0.633	1.798	0.497	0.334	0	0
63.8	MIX	0.8787	0.633	1.798	0.497	0.334	0	0
83.8	MIX	0.9744	0.633	1.798	0.497	0.334	0	0
101.5	MIX	1.0184	0.633	1.798	0.497	0.334	0	0
113.7	MIX	1.0212	0.633	1.798	0.497	0.334	0	0
133	MIX	1.0488	0.633	1.798	0.497	0.334	0	0
156.8	MIX	1.0571	0.633	1.798	0.497	0.334	0	0
13.4	MIX	0.2412	0.951	2.700	0.747	0.501	0	0
20.8	MIX	0.3419	0.951	2.700	0.747	0.501	0	0
30	MIX	0.4572	0.951	2.700	0.747	0.501	0	0
40.7	MIX	0.5793	0.951	2.700	0.747	0.501	0	0
50.8	MIX	0.6632	0.951	2.700	0.747	0.501	0	0
60.4	MIX	0.7506	0.951	2.700	0.747	0.501	0	0
70.3	MIX	0.8159	0.951	2.700	0.747	0.501	0	0
90.6	MIX	0.8615	0.951	2.700	0.747	0.501	0	0
110.7	MIX	0.8844	0.951	2.700	0.747	0.501	0	0
136	MIX	0.9073	0.951	2.700	0.747	0.501	0	0
155.6	MIX	0.9245	0.951	2.700	0.747	0.501	0	0
